text,happiness,surprise,disgust,anger,neutral
i go to sleep i feel as if i m giving up precious time to do something else with my life,1,0,0,0,0
i feel like i ve been neglecting my beloved mom blog,1,0,0,0,0
i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx,1,0,0,0,0
i just feel terrified like im on the edge of a precipice staring ahead,0,0,0,0,0
i feel totally listless exams have come and gone and now i have a whole five or so months in front of me with no uni and free time,0,0,0,0,0
i feel furious that right to life advocates can and do tell me how to live and die through lobbying and supporting those politicians sympathic to their views,0,0,0,1,0
i feel as if i was abused in some way,0,0,0,0,0
im still paying attention but i feel distracted,0,0,0,1,0
i started the third block feeling hot and cold and tingly all at the same time knowing that i still had five hours of examination ahead of me having no idea if any of it would do any good,0,0,0,0,0
im hesitant to make suggestions because i feel as if the outcome would not be sincere,1,0,0,0,0
i feel not too terribly fond of the majority at this precise time,0,0,0,0,0
i can feel myself gaining control over the damaged goods aspects of my personal security,0,0,0,0,0
i was that i bombed that first interview i left the second interview feeling pretty fan freaking tastic,1,0,0,0,0
i think its kind of taken us this long to build up a good inventory of sauces oils spices and other non perishables to feel like we have a chance at making something delicious without having to specifically go out and buy every single item in a recipe,1,0,0,0,0
i now feel i can advise other dads whose children will soon become teenagers it s not cool to pull up to your kid s high school to pick them up in a smelly jalopy with plants coming out the windows,1,0,0,0,0
i feel victimized by the drag on our country with heads in the sand traditionalists i hesitate to call them conservatives for fear of offending real honest to god conservatives who still think the world was created years ago and that stuff like skeletal remains are some kind of hoax,0,0,0,0,0
i would feel lucky to call any of the materials and kits on your site mine they are just beautifully curated,1,0,0,0,0
i have been for my bloods which proved the reason i was feeling so lethargic and rubbish was that i am low on iron so i have now been prescribed iron tablets,0,0,0,0,0
i have my own mind and i feel like my mind is dangerous to my life,0,0,0,1,0
i feel like i love everyone or at least i am compassionate toward others,0,0,0,0,0
i feel as if i should be punished for neglecting you,0,0,0,0,0
i feel like it just doesnt capture the beauty of this lovely polish,0,0,0,0,0
i feel like i ve lost some of my main roots i feel less secure emotionally financially and socially,0,0,0,0,0
i feel like i should just bite the bullet and do it but every time i think about it i feel stressed because im not fully supported on my decisions,0,0,0,0,0
i know i have some obnoxiously immature sounding verbal tics and my voice is kind of nasal and i don t always come across like the sharpest tool in the shed especially when i m feeling awkward but there s knowing and there s knowing you know,0,0,0,0,0
id just had a terrible nightmare and was feeling a little disturbed,0,0,0,0,0
i didnt want to walk passed there just in case the customers feel disturbed,0,0,0,0,0
i want other sufferers to be able to find me in the hope that my battle can help them to feel that they are not alone,0,0,0,0,0
i am feeling exceptionally reluctant to go to school tomorrow even though its monday and the timetable is pretty good,0,0,0,0,0
i am so festive this feels so delicious wheeeeee what a great night,1,0,0,0,0
i am not looking forward to being beaten down to feeling like a disappointment to my husband or to the emotional pain,0,0,0,0,0
im sick of feeling crappy,0,0,0,0,0
i feel like i almost convinced myself this is going to be the pattern,1,0,0,0,0
i also wear them when im wearing a dress that makes me feel slutty feels like those antique underwears but obviously a little bit more edgy or maybe a little bit more than a little bit,0,0,0,0,0
i feel a perverse pride in my self control that i managed to stay where i was ordered and not reach for the tempting human flesh so close before us,0,0,0,0,0
i feel so impatient so easily annoyed so outraged by the blatant defiance that seems to be olivias most prominent characteristic these days,0,0,0,1,0
i was positively giddy when the kids left this morning after our very last official class of the year but now im feeling a little sad,0,0,0,0,0
i feel supportive of him i also cant help but feel jealous,0,0,0,0,0
i mainly like to text because i feel like i am so much more clever with the written word rather than the spoken,1,0,0,0,0
i seriouly feel i am not being respected i dont have my privacy i am being ordered around,1,0,0,0,0
i said in the words of a devotee that i feel relieved when i hear the your title as deen bandhu as i am the most fallen person but i become afraid at your title of uplifter of devotees as i don t consider myself to be a true devotee and hence unworthy to benefit from the aspect of your personality,1,0,0,0,0
i personalities that can feel pain and suffering,0,0,0,0,0
i guess i would feel more like joseph with walt trusting me to care for mother and over the finances which he did six months before he died there are times i want to defend my self but god makes me be quiet,1,0,0,0,0
i was warming up starting feeling a little lethargic,0,0,0,0,0
i feel excelent but sometimes theres just nothing to do especially since im not really keen on video games anymore i watch a bit of anime and some movies but theres just got to be more in my life,1,0,0,0,0
i wonder if this is what master is feeling i am r wanting and eager to please and i am master who could very much enjoy his my attentions but won t because it is wrong as i he has no desire to return his my affections,1,0,0,0,0
im feeling a little bit more positive now as things were quite hard at first as my savings were eaten up quickly with costs and i didnt want to become a burden to my boyfriend but weve come out the other end and im feeling brighter and more inspired about things to come,1,0,0,0,0
im just feeling rather sentimental right now and just have to say i feel so lucky to be maxs mom,0,0,0,0,0
i make myself show up and feel isolated in the crowd ill know i was wrong about the anti social feeling,0,0,0,0,0
ive learned how to turn off all my emotions more and more and i often find myself feeling completely blank while my mother is crying continuously over my suicidalness,0,0,0,0,0
i feel loyal to style,0,0,0,0,0
i can understand that you may feel youd rather not do your bit for the vulnerable and homeless in london in that precise way,0,0,0,0,0
i can finally stop feeling listless and like a waste of space,0,0,0,0,0
i know im feeling agitated as it is from a side effect of the too high dose,0,0,0,0,0
i do feel a shift in me to being more positive,1,0,0,0,0
i am feeling brave enough,1,0,0,0,0
fear of thief,0,0,0,0,0
i feel clever nov,1,0,0,0,0
i always spend more money there than i mean to and feel dissatisfied when i exit the store,0,0,0,1,0
im feeling really quite angry,0,0,0,1,0
i feel kerry didnt do by supporting civil unions and gay equality,0,0,0,0,0
i feel really ashamed,0,0,0,0,0
i feel to have these amazing people in my life,0,1,0,0,0
i finally left feeling judged and ridiculed because i am intelligent,1,0,0,0,0
i is starting to feel a bit insulted by this stranger,0,0,0,1,0
i have many days where i feel hopeless today the light at the end of my yellow brick road was shining just a little brighter,0,0,0,0,0
i actually feel sorrowful,0,0,0,0,0
i see women wearing boots i feel envious that i want to curse them,0,0,0,1,0
i will feel what i feel and tell you and together we will apologize and make up and keep loving each other to bits and bits,0,0,0,0,0
i go up to her and i say feeling very impressed with myself youre naomi klein right,0,1,0,0,0
i began to feel each of my senses dull until the cold black unconsciousness over came me,0,0,0,0,0
i suspect feel less than fond in private,0,0,0,0,0
i was so honoured that this young woman felt comfortable enough to ask me i had kind of a faux hawk thing going on back then so i must have looked dykey enough for her to feel safe talking to me,1,0,0,0,0
i do have to wonder when you re cast as a caveman and you re told you re perfect for the part do you feel insulted or complimented,0,0,0,1,0
i feel convinced plus so many diverse price tags that i feel sure everyone should come up with the funds to have their plot to be lighted up relatively economically,1,0,0,0,0
i feel empty when the baby isnt there,0,0,0,0,0
i stopped feeling so exhausted a href http provokingbeauty,0,0,0,0,0
im feeling font friendly,1,0,0,0,0
i had my hand on my beads consciously breathing consciously working to feel calm about my list of things to accomplish that afternoon,1,0,0,0,0
i always feel intimidated by other people especially when they always compare me to other people ever since i was young,0,0,0,0,0
i be made to feel rotten,0,0,0,0,0
i started feeling hostile and i am checking my hemorrhoids,0,0,0,1,0
i love wearing new shoes i just feel so glamourous and when i get a pair of designer shoes i love the box and all the trimmings that come with them,1,0,0,0,0
i know about have to do largely with the fact that any feelings romantic or sexual i have successfully hidden from myself,0,0,0,0,0
i just love the feeling of something warmly hugging you and feeling so precious and small precious to someone something,1,0,0,0,0
im feeling far more mellow than normal,1,0,0,0,0
i became more dismayed as i studied what people were wearing and started feeling like though some of the outfits were gorgeous they were bought that way,1,0,0,0,0
i dont want to wax them off and draw them in or anything i just need to not have a unibrow and maybe get rid of the few spare hairs creeping down toward my eyelid if im feeling brave,1,0,0,0,0
im feeling lucky width li style border px list style outside margin px px,1,0,0,0,0
i recall those high school feelings and the longing with which i watched the olympic runners i feel st,0,0,0,0,0
i woke up feeling confident and watched the bodypump dvd to gather some coaching tips and compulsory cues,1,0,0,0,0
i didnt say was that strong feelings always make me skeptical at first,0,0,0,0,0
i want to talk to you about but with the limited time we have on the phone and with our current arrangment i feel hesitant to bring it up,0,0,0,0,0
i am beginning to feel that theres a good chance i might pass,1,0,0,0,0
i feel like i have a little more control and can help sweet pea better if i know what is ahead,1,0,0,0,0
i feel like i m on the receiving end of a violent attack,0,0,0,1,0
i feel it is worthwhile to document it for people who are not familiar with batch files,1,0,0,0,0
i and i are feeling especially thankful for so many small blessings in our life right now,1,0,0,0,0
i am hoping the weatherman is right with his forecast of stay at home dont venture out rain for tomorrow i am feeling all kind of creative,1,0,0,0,0
i feel like im just on the edge in this microcosm one more awkward moment or missed party and id be on the outside,0,0,0,0,0
i feel a bit funny actually,0,1,0,0,0
i have learnt nothing else in the last two years it is that it s best to feel my way by trusting my instincts,1,0,0,0,0
i am feeling is also a blossoming eager anxiety,1,0,0,0,0
i feel burdened to share it,0,0,0,0,0
i always want nemo by my side and sleeping without her now feels weird even though it doesnt happen often that i get to,0,1,0,0,0
im not feeling the outfit but the heels are gorgeous,1,0,0,0,0
i feel confused after that,0,0,0,0,0
i feel that the session was useful and gave me tools i need to move forward in my life,1,0,0,0,0
i feel selfish bringing up our loneliness for a child when i know parents out in newtown are grieving their lost babies,0,0,0,1,0
i took away all the disappointed feeling all the paining i gave my heart to be heal by lord because he s the only one love who never betrayed never lose loyalty even i didn t loyal to him,0,0,0,0,0
i feel envious and embarrassed,0,0,0,1,0
i could feel the frantic need in him the need to make me his,0,0,0,0,0
i am feeling overwhelmed with the responsibilities of being a teacher that someone is trusting me with their most precious gift and it is an honor,0,1,0,0,0
i feel so tranquil right now its great,1,0,0,0,0
i feel frustrated when i have new music and new lyrics that clearly have nothing to do with each other,0,0,0,1,0
i thought we were going to talk and try and work at things so i was shocked to find out steve had decided he wanted to be on his own the thing that broke me was the feeling of been unloved,0,0,0,0,0
i wouldnt have beared witness to the incredibly well spoken bouncer making an emo kid feel completely unwelcome,0,0,0,0,0
i tend to stop breathing when i m feeling stressed,0,0,0,0,0
i was a smoker for years and quit weeks ago right after i finished your book and i cant believe how free i feel i knew that i had to quit but i was terrified of my life without cigarettes,0,0,0,0,0
i will go to my mailbox and talk to the mailman then the grocery clerk etc but no matter how small the step or how limited the risk a complete and total willingness to experience whatever thoughts feelings and sensations emerge is important,1,0,0,0,0
i am already feeling frantic,0,0,0,0,0
i feel like this insecurity is a good thing when i first started writing i pictured it all,1,0,0,0,0
i should feel complimented or insulted,0,0,0,1,0
i crave as i fall into submission and i did not feel submissive in the least,0,0,0,0,0
i feel tender just now and i am fine with that,0,0,0,0,0
i feel irritated pissed even like when someone wakes me up at that moment when i m on the edge of falling into a deep slumber,0,0,0,1,0
i made it to work but i am feeling a little groggy,0,0,0,0,0
i want to love you but i feel like there some sort of hindrance thats keeping me from loving you,0,0,0,0,0
i feel is that they are fond of themselves and ok second thought really sensitive to spelled everything here,0,0,0,0,0
ill get round to it this quarter im feeling hopeful about this one,1,0,0,0,0
im starting to feel unwelcome in life and some people can already tell this,0,0,0,0,0
i feel absolutely fantastic and i hope baby does too,1,0,0,0,0
i watched the snow fall and accumulate on the conifer trees while i was shoveling in my shirt sleeves and feeling vigorous,1,0,0,0,0
i feel bitter and just honkerblonked off in general,0,0,0,1,0
i have a feeling that your father already convinced him of that,1,0,0,0,0
i love and feel passionate about i m living my dream and now that i ve gotten a taste of what that feels like nothing can stop me,0,0,0,0,0
i play in the rain squeal with glee at the feeling of mud squishing between my toes and enjoy pretty much anything that takes place outdoors,1,0,0,0,0
i am feeling humorous i put cold callers on hold,1,0,0,0,0
i just busy myself with other stuffs but never with blogs or threads that will only make me feel miserable,0,0,0,0,0
i feel energized and curious again about life about god about my potential to give something back to society and about finding someone after my heart,0,1,0,0,0
i feel very privileged but it is also a lot of work,1,0,0,0,0
im pretty happy but a little on the nauseated side to feel thrilled,1,0,0,0,0
i close my eyes i can hear the pitiful wailing sounds of my own cries taste the salty taste of my tears and feel that anger and hurt saturating my heart,0,0,0,0,0
i bought a virtually fat free thousand islands and feeling very impressed with myself hold large quantities of this substance on the leaves of lettuce and cucumber with my friend but it will be total sugar becomes if you do not burn fat,0,1,0,0,0
im sure that the folks in virginia florida and the other handful of swing states agree feel not only put upon but insulted by the constant barrage,0,0,0,1,0
i feel like im putting an innocent man on death row,1,0,0,0,0
i wasn t sure what else to do to help her feel smart,1,0,0,0,0
i begin to feel that every waking moment is devoted to work,0,0,0,0,0
i feel is thankful for the lessons i m learning,1,0,0,0,0
i feel such a longing and sadness when i see families with more children than i have,0,0,0,0,0
i feel distinctly called in clermont to focus on these little ones that seem naughty,0,0,0,0,0
i hope you can feel glad that she gave you so many things including memories that you can cherish,1,0,0,0,0
i am feeling pretty worthless right now,0,0,0,0,0
i feel some of my projects are clever and useful enough i figured i would start sharing them on instructables so i wrote my first one this weekend,1,0,0,0,0
i had continued to think along those lines i probably would have done the dishes in anger and when he got up wed have had a fight about that with me feeling completely abused,0,0,0,0,0
i didnt feel especially nervous in finland but when we landed in paris i was a little unsure about what would be ahead of us thought st grade student janne suominen,0,0,0,0,0
i do feel envious of those with kids at certain moments,0,0,0,1,0
i was feeling like a pretty crappy mom,0,0,0,0,0
im feeling pissed off about my aac or feeling kind of miserable and frustrated with life this whole week,0,0,0,1,0
im not scared at all anymore im fine i feel terrific about the surgery,1,0,0,0,0
i still feel vulnerable around him,0,0,0,0,0
i honestly am not sure how i feel stunned,0,1,0,0,0
i feel when you are a caring person you attract other caring people into your life,0,0,0,0,0
im then left feeling quite embarrassed as i say that nothings new,0,0,0,0,0
i feel unwelcome and out of place buti cant decide if i am just too scared to do anything about this ok situation or if i am staying here in this dead end situation because i am afraid things will get worse,0,0,0,0,0
i may or may not have cried when thanking them for making my children feel so special and loved,1,0,0,0,0
i really want to go buy some yardage of art gallery just to play with because it feels so amazing,0,1,0,0,0
i feel like shes losing her sense of self to adapt to what she thinks he will be loyal to,0,0,0,0,0
i feel burdened for several loved ones and i miss my big kid whom i havent seen since friday,0,0,0,0,0
i feel is still really low in my abdomen,0,0,0,0,0
i feel like i ve been welcomed a tight knit family who ll make sure i won t feel alone ever,1,0,0,0,0
i feel this is doubtful,0,0,0,0,0
i usually use smaller legos however this year i have a few students with fine motor delays and i want all my students to feel successful,1,0,0,0,0
i get some exercise and feel like im doing something worthwhile in the meantime,1,0,0,0,0
i feel like my life is very rich and fulfilling but i know people look at the way i live and feel some misplaced pity for me,1,0,0,0,0
i feel blessed amazed and yes very excited,0,0,0,0,0
i feel hesitant about talking about this,0,0,0,0,0
i try to get in at least minutes a day five days a week though i have been known to skip a workout if i m feeling particularly lethargic or lazy,0,0,0,0,0
i have been feeling beaten down sick and utterly devoid of hope that i will ever have the life i want,0,0,0,0,0
i feel hesitant to comment because i don t want to add to a pileon but it seems clear to me that those involved haven t learned from their past experiences nor are they interested in applying that learning to future projects,0,0,0,0,0
i feel quite passionate about as communion is of tremendous importance to me personally and theologically,0,0,0,0,0
im feeling happy and well,1,0,0,0,0
i find myself having much more time to think about myself without feeling depressed to actually be able to write and imagine without feeling trapped or like i am missing out on something a near constant feeling i have in cities,0,0,0,0,0
i got the feeling brig is sincere and has a very strong desire to help others become successful both financially and also through building strengthening relationships through christianity,1,0,0,0,0
i feel like ive had to fake my feelings a lot more often then i would have liked to,0,0,0,0,0
i were feeling energetic so we decided we were going to bike to the rest of the temples,1,0,0,0,0
im really like she said only you can understand the way i feel toni ight she blamed excesses on the merican dream so seldom witnessed never er seen hah hah hah hah hah,0,0,0,0,0
i am happpy when i get good results in the field of academics or athletics,1,0,0,0,0
i dont know where i want to work because there will always be something that makes me feel stressed or anxious at work whatever the job may be as all jobs require some sort of rules or pressure,0,0,0,0,0
id pop out of the chair feeling like i should be doing something more worthwhile,1,0,0,0,0
i was really hoping that theyd get far enough ahead of us that we could feel like we were doing our own navigating so i was delighted when after punching the second control they headed off onto a trail through the woods,1,0,0,0,0
i feel like normally i would be angry because thats what i actually think that i could never be beautiful at my size,0,0,0,1,0
i wonder how many people are against my do it only when you feel like it perspective but i think if you do it for the sake of doing it without wanting to do it then it will turn out to be the result of crappy work,0,0,0,0,0
i feel indecisive on whether or not i feel the book huckleberry finn should be censored,0,0,0,0,0
i should have known she likes kamiki kun he laughs nozomi feels an unpleasant knot in her stomach you must think i m a fool don t you nonchan,0,0,0,0,0
i made the choice to start recognizing when that feeling of being unloved kicks in and to choose to keep my persistence at the same level not allowing that old reaction to shut me down,0,0,0,0,0
i feel like im more hated than celebrated and i cant wait till the day i can say i made it,0,0,0,1,0
i still feel funny writing that like maybe i should call her my spirit guide or really observant cheerleader or something,0,1,0,0,0
i would rather feel nothing than feel this then do not be surprised if you find your life very depressing and grey and unrewarding,0,1,0,0,0
i feel very comfortable with this decision,1,0,0,0,0
i get really sweaty during these episodes and my stomach will feel really funny like i m free falling,0,1,0,0,0
i have been feeling so overwhelmed lately,0,0,0,0,0
i learnt so much about the wonderful world of beaubronz and feel this lovely tanning brand fits perfectly with my latest mantra stolen from my boudoir lashes mother asma docrat,0,0,0,0,0
i feel rebellious because i don t particularly like watching romcoms but i get the feeling that i may be pretty good at writing them,0,0,0,1,0
i didnt feel that welcomed when i first entered morris quickly changed that and i left feeling very happy,1,0,0,0,0
im contemplating and feeling skeptical,0,0,0,0,0
ive become anxious about in recent times is this there is certainly a feeling amongst some people of belief that they are under siege that they are often disadvantaged that they are looked at and considered in some way different and their faith makes them less worthy of regard he said,0,0,0,0,0
i feel like i should care that im a bit heartless not to,0,0,0,1,0
i hate chemo and the thought of having toxins washing through every single cell and making me feel horrible makes me cringe,0,0,0,0,0
i feel so honoured to have hosted this series to have such talented a,1,0,0,0,0
i love him but i feel threatened with him around a little,0,0,0,0,0
i feel after reading allthingsbucks blog which brought tears to my eyes and a lump in my throat and a feeling of not having a worthwhile thing to be upset about that i shouldnt write such a lame blog,1,0,0,0,0
i was feeling determined it didnt take long for me to start nomming on naughty stuff again,1,0,0,0,0
i feel honored to be with many wonderful artists and to display my work for the public to see,1,0,0,0,0
i just remember being so fully stressed out and while i had fun i feel it could have been more lively,1,0,0,0,0
i feel so dazed a href http twitter,0,1,0,0,0
i feel bitchy because i am hurting too,0,0,0,1,0
i always feel like ive been assaulted by his pics,0,0,0,0,0
im not only thankful that everything seems to be working out as i wrap week at my new job but also feeling pretty lucky to have the people we do in our lives,1,0,0,0,0
i feel incredibly isolated and lonely,0,0,0,0,0
i feel too selfish to talk about you to anyone else thyroid for i do not want them to think i am just dramatic and whiny when really it is just hard for them to understand that yes someone can look fine and still feel terrible,0,0,0,1,0
i had to have a blood test yesterday so perhaps im feeling particularly fond of it right now because of the doctors needle that was inside of me and the time spent with the dizzy head of a non meat eating nineteen year old female,0,0,0,0,0
i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me,0,0,0,0,0
im feeling like life is fairly sweet,0,0,0,0,0
i am going to clean the slate by unilaterally forgiving those i feel have wronged me or someone i love intentionally or through carelessness so that i thereby in time can forget the perceived insults and abuses,0,0,0,1,0
i feel like each year i teach i get more passionate about my job find more love for my kids and want to try even harder,0,0,0,0,0
im not one of those people who can bury all their feelings and anger just in a second giving out a sweet smile even when in pain and anger,0,0,0,0,0
i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me,1,0,0,0,0
i feel as though ive reached a point in my career where im highly respected there,1,0,0,0,0
i make light of it but sometimes i feel really awkward in small groups and in one on one conversations,0,0,0,0,0
ive had a lot of good days where i feel fabulous and have lots of energy but lately ive also had some bad days where i feel gigantic and slow and clumsy,1,0,0,0,0
i also feel like if google hated seo we d know it,0,0,0,0,0
i didnt get a wink of sleep that night and continued feeling not so fabulous the next morning,1,0,0,0,0
i feel like you feel this is a mistake but time is fucked up sleep won t take,0,0,0,1,0
i love sliding down on a nice big throbbing cock and feeling what my gorgeous body does to a man,1,0,0,0,0
i found myself in the novel position of feeling a bit uncertain about the stock market rally,0,0,0,0,0
i feel like she s judging me and he s not here and i don t want to seem like the needy girl so i don t know,0,0,0,0,0
im definitely feeling festive,1,0,0,0,0
i feel burdened by her presence,0,0,0,0,0
i still feel a little dazed and have that sort of disbelieving feeling of oh my god,0,1,0,0,0
i am feeling super excited as the weeks seem to be flying by and we are getting closer and closer to our due date,1,0,0,0,0
i have turned that page i feel like there is no way of getting back my irresponcible years of carefree college,1,0,0,0,0
i have a few favourites of my own but the choice of book is up to you or you can have a dvd if you are us or uk im feeling generous so the limit is up to which is about something like that,0,0,0,0,0
i am feeling more energetic more alive happier than i have in a long time,1,0,0,0,0
i feel really pathetic confronted with some,0,0,0,0,0
i feel there are dangerous games or activities,0,0,0,1,0
i feel a world class player in the benzema mould would be fantastic,1,0,0,0,0
i am feeling terribly burdened by impending anxiety i am trying to just keep my eyes on the prize,0,0,0,0,0
i feel could be unpleasant is layered with love healing forgiveness and the expectation that things will turn out well,0,0,0,0,0
im feeling gloomy as i have completed nothing though im supposed to complete many things,0,0,0,0,0
i am not working out the amount i would like to i feel like my lifestyle change has been successful so far,1,0,0,0,0
i love the porn industry and i feel satisfied and fulfilled working in it i have to say that it doesn t really bring in the big bucks,1,0,0,0,0
i overhear the victory tune on some geeks ringtone i feel triumphant,1,0,0,0,0
